Year,ISO3,population
2083,CUB,6742277.0
2084,CUB,6670123.0
2085,CUB,6598263.0
2086,CUB,6526636.0
2087,CUB,6455626.0
2088,CUB,6385457.0
2089,CUB,6316171.0
2090,CUB,6247541.0
2091,CUB,6179845.0
2092,CUB,6113224.0
2093,CUB,6047294.0
2094,CUB,5982121.0
2095,CUB,5917947.0
2096,CUB,5854299.0
2097,CUB,5791525.0
2098,CUB,5729484.0
2099,CUB,5668098.0
2100,CUB,5607326.0
2101,CUB,5547237.0
1950,CUW,100485.0
1951,CUW,103055.0
1952,CUW,105762.0
1953,CUW,108587.0
1954,CUW,111496.0
1955,CUW,114529.0
1956,CUW,117685.0
1957,CUW,120930.0
1958,CUW,124262.0
1959,CUW,127699.0
1960,CUW,131187.0
1961,CUW,133184.0
1962,CUW,135407.0
1963,CUW,137507.0
1964,CUW,139542.0
1965,CUW,141518.0
1966,CUW,143411.0
1967,CUW,145226.0
1968,CUW,146970.0
1969,CUW,148621.0
1970,CUW,150168.0
1971,CUW,151562.0
1972,CUW,152802.0
1973,CUW,153762.0
1974,CUW,154398.0
1975,CUW,154956.0
1976,CUW,155434.0
1977,CUW,155808.0
1978,CUW,156128.0
1979,CUW,156379.0
1980,CUW,156577.0
1981,CUW,156743.0
1982,CUW,156846.0
1983,CUW,156840.0
1984,CUW,156814.0
1985,CUW,156748.0
1986,CUW,156649.0
1987,CUW,156532.0
1988,CUW,156354.0
1989,CUW,156147.0
1990,CUW,155889.0
1991,CUW,155590.0
1992,CUW,155304.0
1993,CUW,154865.0
1994,CUW,154122.0
1995,CUW,153219.0
1996,CUW,152166.0
1997,CUW,150981.0
1998,CUW,149627.0
1999,CUW,148107.0
2000,CUW,146413.0
2001,CUW,144644.0
2002,CUW,144858.0
2003,CUW,146944.0
2004,CUW,148879.0
2005,CUW,150714.0
2006,CUW,151912.0
2007,CUW,153098.0
2008,CUW,154234.0
2009,CUW,155316.0
2010,CUW,156334.0
2011,CUW,157424.0
2012,CUW,159708.0
2013,CUW,162072.0
2014,CUW,164146.0
2015,CUW,165908.0
2016,CUW,167316.0
2017,CUW,168249.0
2018,CUW,168783.0
2019,CUW,194384.0
2020,CUW,184702.0
2021,CUW,185334.0
2022,CUW,185295.0
2023,CUW,185394.0
2024,CUW,185460.0
2025,CUW,185503.0
2026,CUW,185471.0
2027,CUW,185410.0
2028,CUW,185316.0
2029,CUW,185177.0
2030,CUW,184965.0
2031,CUW,184686.0
2032,CUW,184385.0
2033,CUW,184054.0
2034,CUW,183675.0
2035,CUW,183240.0
2036,CUW,182818.0
2037,CUW,182307.0
2038,CUW,181800.0
2039,CUW,181295.0
2040,CUW,180704.0
2041,CUW,180100.0
2042,CUW,179502.0
2043,CUW,178857.0
2044,CUW,178222.0
2045,CUW,177537.0
2046,CUW,176850.0
2047,CUW,176177.0
2048,CUW,175419.0
2049,CUW,174671.0
2050,CUW,173895.0
2051,CUW,173100.0
2052,CUW,172273.0
2053,CUW,171422.0
2054,CUW,170539.0
2055,CUW,169617.0
2056,CUW,168689.0
2057,CUW,167742.0
2058,CUW,166813.0
2059,CUW,165930.0
2060,CUW,164992.0
2061,CUW,164064.0
2062,CUW,163130.0
2063,CUW,162202.0
2064,CUW,161260.0
2065,CUW,160335.0
2066,CUW,159405.0
2067,CUW,158461.0
2068,CUW,157522.0
2069,CUW,156578.0
2070,CUW,155598.0
2071,CUW,154628.0
2072,CUW,153644.0
2073,CUW,152622.0
2074,CUW,151595.0
2075,CUW,150524.0
2076,CUW,149467.0
2077,CUW,148394.0
2078,CUW,147291.0
2079,CUW,146156.0
2080,CUW,144984.0
2081,CUW,143788.0
2082,CUW,142634.0
2083,CUW,141402.0
2084,CUW,140182.0
2085,CUW,138914.0
2086,CUW,137657.0
2087,CUW,136383.0
2088,CUW,135114.0
2089,CUW,133854.0
2090,CUW,132597.0
2091,CUW,131367.0
2092,CUW,130134.99999999999
2093,CUW,128949.00000000001
2094,CUW,127764.0
2095,CUW,126585.0
2096,CUW,125421.0
2097,CUW,124303.0
2098,CUW,123182.0
2099,CUW,122072.0
2100,CUW,120993.0
2101,CUW,119915.0
1950,CYM,6922.0
1951,CYM,7082.0
1952,CYM,7185.0
1953,CYM,7330.0
1954,CYM,7486.0
1955,CYM,7622.0
1956,CYM,7766.0
1957,CYM,7915.0
1958,CYM,8064.0
1959,CYM,8196.0
1960,CYM,8342.0
1961,CYM,8513.0
1962,CYM,8690.0
1963,CYM,8872.0
1964,CYM,9068.0
1965,CYM,9265.0
1966,CYM,9458.0
1967,CYM,9663.0
1968,CYM,9875.0
1969,CYM,10067.0
1970,CYM,10264.0
1971,CYM,10770.0
1972,CYM,11425.0
1973,CYM,12102.0
1974,CYM,12775.0
1975,CYM,13453.0
1976,CYM,14123.0
1977,CYM,14784.0
1978,CYM,15426.0
1979,CYM,16029.0
1980,CYM,16673.0
1981,CYM,17485.0
1982,CYM,18325.0
1983,CYM,19174.0
1984,CYM,20021.0
1985,CYM,20888.0
1986,CYM,21760.0
1987,CYM,22633.0
1988,CYM,23513.0
1989,CYM,24388.0
1990,CYM,25359.0
1991,CYM,26639.0
1992,CYM,27950.0
1993,CYM,29292.0
1994,CYM,30660.0
1995,CYM,32043.999999999996
1996,CYM,33442.0
1997,CYM,34844.0
1998,CYM,36242.0
1999,CYM,37601.0
2000,CYM,38967.0
2001,CYM,40381.0
2002,CYM,41797.0
2003,CYM,43230.0
2004,CYM,44639.0
2005,CYM,46064.0
2006,CYM,47511.0
2007,CYM,48953.0
2008,CYM,50421.0
2009,CYM,51882.0
2010,CYM,53355.0
2011,CYM,54842.0
2012,CYM,56371.0
2013,CYM,57900.0
2014,CYM,59410.0
2015,CYM,60911.0
2016,CYM,62374.0
2017,CYM,63827.0
2018,CYM,65244.0
2019,CYM,66637.0
2020,CYM,68017.0
2021,CYM,69352.0
2022,CYM,70863.0
2023,CYM,72320.0
2024,CYM,73756.0
2025,CYM,75159.0
2026,CYM,76528.0
2027,CYM,77864.0
2028,CYM,79201.0
2029,CYM,80509.0
2030,CYM,81781.0
2031,CYM,83048.0
2032,CYM,84315.0
2033,CYM,85527.0
2034,CYM,86749.0
2035,CYM,87905.0
2036,CYM,89034.0
2037,CYM,90181.0
2038,CYM,91317.0
2039,CYM,92441.0
2040,CYM,93552.0
2041,CYM,94680.0
2042,CYM,95765.0
2043,CYM,96839.0
2044,CYM,97896.0
2045,CYM,98890.0
2046,CYM,99874.0
2047,CYM,100813.0
2048,CYM,101726.0
2049,CYM,102671.0
2050,CYM,103508.0
2051,CYM,104409.0
2052,CYM,105277.0
2053,CYM,106020.0
2054,CYM,106755.0
2055,CYM,107457.0
2056,CYM,108154.0
2057,CYM,108861.0
2058,CYM,109418.0
2059,CYM,109986.0
2060,CYM,110506.0
2061,CYM,110975.0
2062,CYM,111388.0
2063,CYM,111796.0
2064,CYM,112165.0
2065,CYM,112494.0
2066,CYM,112783.0
2067,CYM,113075.0
2068,CYM,113387.0
2069,CYM,113722.0
2070,CYM,114014.0
2071,CYM,114315.0
2072,CYM,114562.0
2073,CYM,114850.0
2074,CYM,115031.0
2075,CYM,115258.0
2076,CYM,115428.0
2077,CYM,115603.0
2078,CYM,115822.0
2079,CYM,115944.0
2080,CYM,116102.0
2081,CYM,116229.0
2082,CYM,116370.0
2083,CYM,116525.0
2084,CYM,116677.0
2085,CYM,116835.0
2086,CYM,116979.0
2087,CYM,117101.0
2088,CYM,117230.0
2089,CYM,117321.0
2090,CYM,117419.0
2091,CYM,117574.0
2092,CYM,117746.0
2093,CYM,117855.0
2094,CYM,117938.0
2095,CYM,118019.0
2096,CYM,118076.0
2097,CYM,118112.0
2098,CYM,118142.0
2099,CYM,118102.0
2100,CYM,118074.0
2101,CYM,117989.0
1950,CYP,490395.0
1951,CYP,497347.0
1952,CYP,504753.0
1953,CYP,512628.00000000006
1954,CYP,520832.0
1955,CYP,529389.0
1956,CYP,538342.0
1957,CYP,547799.0
1958,CYP,557860.0
1959,CYP,568708.0
1960,CYP,580411.0
1961,CYP,592569.0
1962,CYP,598459.0
1963,CYP,604472.0
1964,CYP,610032.0
1965,CYP,615011.0
1966,CYP,620461.0
1967,CYP,626319.0
1968,CYP,632183.0
1969,CYP,638131.0
1970,CYP,644247.0
1971,CYP,650645.0
1972,CYP,657455.0
1973,CYP,664670.0
1974,CYP,667204.0
1975,CYP,659304.0
1976,CYP,659507.0
1977,CYP,664557.0
1978,CYP,669644.0
1979,CYP,674853.0
1980,CYP,680245.0
1981,CYP,685907.0
1982,CYP,691878.0
1983,CYP,701117.0
1984,CYP,713333.0
1985,CYP,725335.0
1986,CYP,737218.0
1987,CYP,748991.0
1988,CYP,760579.0
1989,CYP,771890.0
1990,CYP,782950.0
1991,CYP,793751.0
1992,CYP,804137.0
1993,CYP,816544.0
1994,CYP,835525.0
1995,CYP,853809.0
1996,CYP,871581.0
1997,CYP,889000.0
1998,CYP,906136.0
1999,CYP,922960.0
2000,CYP,939507.0
2001,CYP,955826.0
2002,CYP,972428.0
2003,CYP,990452.0
2004,CYP,1008728.0
2005,CYP,1027022.9999999999
2006,CYP,1045280.0
2007,CYP,1063556.0
2008,CYP,1081871.0
2009,CYP,1100182.0
2010,CYP,1118560.0
2011,CYP,1137073.0
2012,CYP,1155912.0
2013,CYP,1174882.0
2014,CYP,1192908.0
2015,CYP,1210693.0
2016,CYP,1228310.0
2017,CYP,1245915.0
2018,CYP,1262636.0
2019,CYP,1278839.0
2020,CYP,1294504.0
2021,CYP,1309991.0
2022,CYP,1324626.0
2023,CYP,1338114.0
2024,CYP,1351837.0
2025,CYP,1364727.0
2026,CYP,1376781.0
2027,CYP,1387888.0
2028,CYP,1398786.0
2029,CYP,1408767.0
2030,CYP,1417915.0
2031,CYP,1426720.0
2032,CYP,1434640.0
2033,CYP,1442368.0
2034,CYP,1449532.0
2035,CYP,1456156.0
2036,CYP,1462225.0
2037,CYP,1468125.0
2038,CYP,1473299.0
2039,CYP,1478288.0
2040,CYP,1482802.0
2041,CYP,1486895.0
2042,CYP,1490486.0
2043,CYP,1493606.0
2044,CYP,1496374.0
2045,CYP,1498941.0
2046,CYP,1501199.0
2047,CYP,1503327.0
2048,CYP,1505123.0
2049,CYP,1506707.0
2050,CYP,1507913.0
2051,CYP,1509050.0
2052,CYP,1509922.0
2053,CYP,1509880.0
2054,CYP,1509619.0
2055,CYP,1509232.0
2056,CYP,1508785.0
2057,CYP,1508285.0
2058,CYP,1507347.0
2059,CYP,1505982.0
2060,CYP,1504614.0
2061,CYP,1502776.0
2062,CYP,1500557.0
2063,CYP,1497366.0
2064,CYP,1493903.0
2065,CYP,1490100.0
2066,CYP,1485899.0
2067,CYP,1481294.0
2068,CYP,1475997.0
2069,CYP,1470173.0
2070,CYP,1464130.0
2071,CYP,1457831.0
2072,CYP,1451322.0
2073,CYP,1444059.0
2074,CYP,1436614.0
2075,CYP,1428950.0
2076,CYP,1421257.0
2077,CYP,1413695.0
2078,CYP,1405803.0
2079,CYP,1398012.0
2080,CYP,1390201.0
2081,CYP,1382334.0
2082,CYP,1374604.0
2083,CYP,1367350.0
2084,CYP,1360255.0
2085,CYP,1353273.0
2086,CYP,1346435.0
2087,CYP,1339772.0
2088,CYP,1333773.0
2089,CYP,1328061.0
2090,CYP,1322532.0
2091,CYP,1317359.0
2092,CYP,1312480.0
2093,CYP,1307735.0
2094,CYP,1303504.0
2095,CYP,1299285.0
2096,CYP,1294850.0
2097,CYP,1290590.0
2098,CYP,1286376.0
2099,CYP,1281909.0
2100,CYP,1277540.0
2101,CYP,1273166.0
1950,CZE,8876255.0
1951,CZE,8957167.0
1952,CZE,9037311.0
1953,CZE,9117099.0
1954,CZE,9188098.0
1955,CZE,9254282.0
1956,CZE,9324560.0
1957,CZE,9391476.0
1958,CZE,9446459.0
1959,CZE,9492950.0
1960,CZE,9523833.0
1961,CZE,9559377.0
1962,CZE,9587403.0
1963,CZE,9607516.0
1964,CZE,9647145.0
1965,CZE,9690348.0
1966,CZE,9723347.0
1967,CZE,9749131.0
1968,CZE,9768834.0
1969,CZE,9781392.0
1970,CZE,9794185.0
1971,CZE,9808318.0
1972,CZE,9837240.0
1973,CZE,9878896.0
1974,CZE,9933524.0
1975,CZE,9998373.0
1976,CZE,10063176.0
1977,CZE,10122700.0
1978,CZE,10176031.0
1979,CZE,10225468.0
1980,CZE,10266844.0
1981,CZE,10283962.0
1982,CZE,10295065.0
1983,CZE,10302952.0
1984,CZE,10302935.0
1985,CZE,10304702.0
1986,CZE,10305587.0
1987,CZE,10303160.0
1988,CZE,10303678.0
1989,CZE,10307221.0
1990,CZE,10303989.0
1991,CZE,10299988.0
1992,CZE,10308865.0
1993,CZE,10316031.0
1994,CZE,10324765.0
1995,CZE,10319894.0
1996,CZE,10304191.0
1997,CZE,10288065.0
1998,CZE,10272037.0
1999,CZE,10258816.0
2000,CZE,10243940.0
2001,CZE,10229668.0
2002,CZE,10234204.0
2003,CZE,10244732.0
2004,CZE,10253092.0
2005,CZE,10269807.0
2006,CZE,10290498.0
2007,CZE,10318679.0
2008,CZE,10356407.0
2009,CZE,10400178.0
2010,CZE,10441791.0
2011,CZE,10486280.0
2012,CZE,10504742.0
2013,CZE,10509928.0
2014,CZE,10512397.0
2015,CZE,10522054.0
2016,CZE,10526779.0
2017,CZE,10537117.0
2018,CZE,10545566.0
2019,CZE,10552308.0
2020,CZE,10557442.0
2021,CZE,10542817.0
2022,CZE,10518548.0
2023,CZE,10827878.0
2024,CZE,10791554.0
2025,CZE,10680164.0
2026,CZE,10538315.0
2027,CZE,10517246.0
2028,CZE,10494176.0
2029,CZE,10467962.0
2030,CZE,10439830.0
2031,CZE,10410348.0
2032,CZE,10379528.0
2033,CZE,10347660.0
2034,CZE,10315171.0
2035,CZE,10282405.0
2036,CZE,10249507.0
2037,CZE,10217245.0
2038,CZE,10184683.0
2039,CZE,10153304.0
2040,CZE,10122165.0
2041,CZE,10092286.0
2042,CZE,10062652.0
2043,CZE,10034056.0
2044,CZE,10006131.0
2045,CZE,9978744.0
2046,CZE,9951436.0
2047,CZE,9923774.0
2048,CZE,9896361.0
2049,CZE,9868546.0
2050,CZE,9840449.0
2051,CZE,9810638.0
2052,CZE,9779966.0
2053,CZE,9748054.0
2054,CZE,9714378.0
2055,CZE,9678567.0
2056,CZE,9641241.0
2057,CZE,9601926.0
2058,CZE,9560681.0
2059,CZE,9518156.0
2060,CZE,9474095.0
2061,CZE,9428403.0
2062,CZE,9381139.0
2063,CZE,9332812.0
2064,CZE,9283461.0
2065,CZE,9234125.0
2066,CZE,9184070.0
2067,CZE,9135020.0
2068,CZE,9087059.0
2069,CZE,9040384.0
2070,CZE,8994758.0
2071,CZE,8950697.0
2072,CZE,8908523.0
2073,CZE,8868128.0
2074,CZE,8829905.0
2075,CZE,8793743.0
2076,CZE,8759426.0
2077,CZE,8727501.0
2078,CZE,8697267.0
2079,CZE,8668299.0
2080,CZE,8640753.0
2081,CZE,8614704.0
2082,CZE,8590022.0
2083,CZE,8566610.0
2084,CZE,8544715.0
2085,CZE,8523501.0
2086,CZE,8503196.0
2087,CZE,8483018.0
2088,CZE,8463795.0
2089,CZE,8445611.0
2090,CZE,8427533.0
2091,CZE,8409431.0
2092,CZE,8392089.0
2093,CZE,8374413.0
2094,CZE,8356546.0
2095,CZE,8338101.000000001
2096,CZE,8319531.999999999
2097,CZE,8299868.0
2098,CZE,8280512.000000001
2099,CZE,8260179.0
2100,CZE,8239234.0
2101,CZE,8216916.999999999
1950,DEU,69917533.0
1951,DEU,69778031.0
1952,DEU,69786072.0
1953,DEU,69867834.0
1954,DEU,70002401.0
1955,DEU,70206842.0
1956,DEU,70461463.0
1957,DEU,70766343.0
1958,DEU,71409949.0
1959,DEU,71979397.0
1960,DEU,72504038.0
1961,DEU,73119243.0
1962,DEU,73632988.0
1963,DEU,74361018.0
1964,DEU,75035001.0
1965,DEU,75591969.0
1966,DEU,76341959.0
1967,DEU,76880103.0
1968,DEU,77061479.0
1969,DEU,77581079.0
1970,DEU,78306962.0
1971,DEU,78103243.0
1972,DEU,78588501.0
1973,DEU,78851336.0
1974,DEU,79082607.0
1975,DEU,78910778.0
1976,DEU,78492952.0
1977,DEU,78236058.0
1978,DEU,78135060.0
1979,DEU,78095659.0
1980,DEU,78200143.0
1981,DEU,78430607.0
1982,DEU,78465473.0
1983,DEU,78321876.0
1984,DEU,78126391.0
1985,DEU,77870006.0
1986,DEU,77856842.0
1987,DEU,77990773.0
1988,DEU,78133875.0
1989,DEU,78638110.0
1990,DEU,79376020.0
1991,DEU,80039898.0
1992,DEU,80566494.0
1993,DEU,81303302.0
1994,DEU,81670243.0
1995,DEU,81876990.0
1996,DEU,82162791.0
1997,DEU,82363588.0
1998,DEU,82415688.0
1999,DEU,81608190.0
2000,DEU,81748384.0
2001,DEU,81846133.0
2002,DEU,82021636.0
2003,DEU,82115017.0
2004,DEU,82108214.0
2005,DEU,82077203.0
2006,DEU,82016258.0
2007,DEU,81387684.0
2008,DEU,81209401.0
2009,DEU,81012152.0
2010,DEU,80858414.0
2011,DEU,80803434.0
2012,DEU,80912313.0
2013,DEU,80920468.0
2014,DEU,81162695.0
2015,DEU,81589465.0
2016,DEU,82565636.0
2017,DEU,82954569.0
2018,DEU,83253445.0
2019,DEU,83483566.0
2020,DEU,83634807.0
2021,DEU,83622610.0
2022,DEU,83771555.0
2023,DEU,84400899.0
2024,DEU,84695563.0
2025,DEU,84408921.0
2026,DEU,83741228.0
2027,DEU,83547288.0
2028,DEU,83338123.0
2029,DEU,83120041.0
2030,DEU,82890845.0
2031,DEU,82671061.0
2032,DEU,82433813.0
2033,DEU,82213540.0
2034,DEU,81985972.0
2035,DEU,81779327.0
2036,DEU,81560492.0
2037,DEU,81326295.0
2038,DEU,81107498.0
2039,DEU,80880495.0
2040,DEU,80659523.0
2041,DEU,80443949.0
2042,DEU,80247363.0
2043,DEU,80050856.0
2044,DEU,79833415.0
2045,DEU,79605811.0
2046,DEU,79377780.0
2047,DEU,79151135.0
2048,DEU,78917426.0
2049,DEU,78664742.0
2050,DEU,78417032.0
2051,DEU,78172194.0
2052,DEU,77924681.0
2053,DEU,77677073.0
2054,DEU,77402648.0
2055,DEU,77114924.0
2056,DEU,76825702.0
2057,DEU,76548302.0
2058,DEU,76267935.0
2059,DEU,75990288.0
2060,DEU,75732484.0
2061,DEU,75476725.0
2062,DEU,75246210.0
2063,DEU,75015764.0
2064,DEU,74803366.0
2065,DEU,74600089.0
2066,DEU,74405945.0
2067,DEU,74211439.0
2068,DEU,74024284.0
2069,DEU,73856419.0
2070,DEU,73690237.0
2071,DEU,73541453.0
2072,DEU,73377750.0
2073,DEU,73225450.0
2074,DEU,73063851.0
2075,DEU,72906432.0
2076,DEU,72770497.0
2077,DEU,72611882.0
2078,DEU,72454052.0
2079,DEU,72312136.0
2080,DEU,72176219.0
2081,DEU,72048808.0
2082,DEU,71933596.0
2083,DEU,71829262.0
2084,DEU,71721328.0
2085,DEU,71624624.0
2086,DEU,71527798.0
2087,DEU,71429114.0
2088,DEU,71345581.0
2089,DEU,71286318.0
2090,DEU,71231689.0
2091,DEU,71169121.0
2092,DEU,71122159.0
2093,DEU,71096387.0
2094,DEU,71075286.0
2095,DEU,71056241.0
2096,DEU,71035535.0
2097,DEU,71004220.0
2098,DEU,70961631.0
2099,DEU,70944407.0
2100,DEU,70917155.0
2101,DEU,70882571.0
1950,DJI,61361.0
1951,DJI,63300.0
1952,DJI,65316.99999999999
1953,DJI,67392.0
1954,DJI,69579.0
1955,DJI,71835.0
1956,DJI,74172.0
1957,DJI,76610.0
1958,DJI,79134.0
1959,DJI,81740.0
1960,DJI,84433.0
1961,DJI,87615.0
1962,DJI,91165.0
1963,DJI,95401.0
1964,DJI,100343.0
1965,DJI,106052.0
1966,DJI,112132.0
1967,DJI,118407.0
1968,DJI,124891.0
1969,DJI,131610.0
1970,DJI,140547.0
1971,DJI,149803.0
1972,DJI,160469.0
1973,DJI,172044.0
1974,DJI,184854.0
1975,DJI,200373.0
1976,DJI,219443.0
1977,DJI,242031.0
1978,DJI,267195.0
1979,DJI,292868.0
1980,DJI,316158.0
1981,DJI,335472.0
1982,DJI,350622.0
1983,DJI,363138.0
1984,DJI,375968.0
1985,DJI,392138.0
1986,DJI,413236.0
1987,DJI,439447.0
1988,DJI,469350.0
1989,DJI,499696.0
1990,DJI,547014.0
1991,DJI,612063.0
1992,DJI,650121.0
1993,DJI,601898.0
1994,DJI,626593.0
1995,DJI,626827.0
1996,DJI,639321.0
1997,DJI,657375.0
1998,DJI,686260.0
1999,DJI,712444.0
2000,DJI,735992.0
2001,DJI,758645.0
2002,DJI,783981.0
2003,DJI,807167.0
2004,DJI,819871.0
2005,DJI,832376.0
2006,DJI,845958.0
2007,DJI,865570.0
2008,DJI,883485.0
2009,DJI,901982.0
2010,DJI,921072.0
2011,DJI,939431.0
2012,DJI,957684.0
2013,DJI,975811.0
2014,DJI,993838.0
2015,DJI,1011597.0
2016,DJI,1029029.0
2017,DJI,1046277.0
2018,DJI,1063404.0
2019,DJI,1080360.0
2020,DJI,1097058.0
2021,DJI,1113319.0
2022,DJI,1129177.0
2023,DJI,1145015.0
2024,DJI,1160872.0
2025,DJI,1176572.0
2026,DJI,1191581.0
2027,DJI,1207338.0
2028,DJI,1222696.0
2029,DJI,1238474.0
2030,DJI,1254866.0
2031,DJI,1270491.0
2032,DJI,1286174.0
2033,DJI,1300719.0
2034,DJI,1314879.0
2035,DJI,1328344.0
2036,DJI,1342653.0
2037,DJI,1356058.0
2038,DJI,1370900.0
2039,DJI,1384665.0
2040,DJI,1399070.0
2041,DJI,1414200.0
2042,DJI,1429384.0
2043,DJI,1443492.0
2044,DJI,1455635.0
2045,DJI,1467641.0
2046,DJI,1480441.0
2047,DJI,1492480.0
2048,DJI,1503602.0
2049,DJI,1514149.0
2050,DJI,1525301.0
2051,DJI,1535778.0
2052,DJI,1545578.0
2053,DJI,1556793.0
2054,DJI,1569843.0
2055,DJI,1580927.0
2056,DJI,1590123.0
2057,DJI,1602366.0
2058,DJI,1615481.0
2059,DJI,1626455.0
2060,DJI,1636926.0
2061,DJI,1646233.0
2062,DJI,1655599.0
2063,DJI,1664937.0
2064,DJI,1671848.0
2065,DJI,1678518.0
2066,DJI,1687401.0
2067,DJI,1697016.0
2068,DJI,1705063.0
2069,DJI,1712728.0
2070,DJI,1718711.0
2071,DJI,1725107.0
2072,DJI,1731500.0
2073,DJI,1736316.0
2074,DJI,1741912.0
2075,DJI,1749185.0
2076,DJI,1755394.0
2077,DJI,1761362.0
2078,DJI,1766238.0
2079,DJI,1770313.0
2080,DJI,1775235.0
2081,DJI,1777990.0
2082,DJI,1781507.0
2083,DJI,1786351.0
2084,DJI,1790043.0
2085,DJI,1794593.0
2086,DJI,1799834.0
2087,DJI,1803408.0
2088,DJI,1807544.0
2089,DJI,1812168.0
2090,DJI,1815618.0
2091,DJI,1818248.0
2092,DJI,1820146.0
2093,DJI,1822307.0
2094,DJI,1827258.0
2095,DJI,1828923.0
2096,DJI,1831110.0
2097,DJI,1832636.0
2098,DJI,1836672.0
2099,DJI,1839429.0
2100,DJI,1841188.0
2101,DJI,1841880.0
1950,DMA,50110.0
1951,DMA,50282.0
1952,DMA,50600.0
1953,DMA,51075.0
1954,DMA,51691.0
1955,DMA,52476.0
1956,DMA,53428.0
1957,DMA,54543.0
1958,DMA,55849.0
1959,DMA,57317.0
1960,DMA,58898.0
1961,DMA,59846.0
1962,DMA,60571.0
1963,DMA,61325.0
1964,DMA,62153.0
1965,DMA,63022.0
1966,DMA,63987.0
1967,DMA,65027.0
1968,DMA,66142.0
1969,DMA,67322.0
1970,DMA,68547.0
1971,DMA,69269.0
1972,DMA,69795.0
1973,DMA,70325.0
1974,DMA,70844.0
1975,DMA,71337.0
1976,DMA,71804.0
1977,DMA,72230.0
1978,DMA,72583.0
1979,DMA,72864.0
1980,DMA,73054.0
1981,DMA,73112.0
1982,DMA,72860.0
1983,DMA,72515.0
1984,DMA,72214.0
1985,DMA,71898.0
1986,DMA,71590.0
1987,DMA,71223.0
1988,DMA,70823.0
1989,DMA,70392.0
1990,DMA,69915.0
1991,DMA,69339.0
1992,DMA,69254.0
1993,DMA,69396.0
1994,DMA,69469.0
1995,DMA,69484.0
1996,DMA,69453.0
1997,DMA,69367.0
1998,DMA,69231.0
1999,DMA,69018.0
2000,DMA,68721.0
2001,DMA,68301.0
2002,DMA,68275.0
2003,DMA,68459.0
2004,DMA,68603.0
2005,DMA,68695.0
2006,DMA,68774.0
2007,DMA,68839.0
2008,DMA,68856.0
2009,DMA,68852.0
2010,DMA,68876.0
2011,DMA,68841.0
2012,DMA,69266.0
2013,DMA,68969.0
2014,DMA,70461.0
2015,DMA,70285.0
2016,DMA,70535.0
2017,DMA,68678.0
2018,DMA,68315.0
2019,DMA,68034.0
2020,DMA,67727.0
2021,DMA,67419.0
2022,DMA,66985.0
2023,DMA,66668.0
2024,DMA,66353.0
2025,DMA,66057.0
2026,DMA,65686.0
2027,DMA,65336.0
2028,DMA,64980.00000000001
2029,DMA,64635.99999999999
2030,DMA,64307.0
2031,DMA,64031.00000000001
2032,DMA,63869.0
2033,DMA,63784.0
2034,DMA,63765.0
2035,DMA,63760.0
2036,DMA,63763.0
2037,DMA,63761.0
2038,DMA,63778.0
2039,DMA,63790.0
2040,DMA,63796.0
2041,DMA,63802.0
2042,DMA,63802.0
2043,DMA,63760.0
2044,DMA,63704.0
2045,DMA,63652.0
2046,DMA,63605.0
2047,DMA,63544.0
2048,DMA,63459.0
2049,DMA,63358.0
2050,DMA,63254.0
2051,DMA,63130.0
2052,DMA,62993.0
2053,DMA,62824.0
2054,DMA,62675.0
2055,DMA,62518.0
2056,DMA,62334.0
2057,DMA,62158.0
2058,DMA,61951.0
2059,DMA,61749.0
2060,DMA,61543.0
2061,DMA,61314.0
2062,DMA,61087.0
2063,DMA,60855.0
2064,DMA,60642.0
2065,DMA,60392.0
2066,DMA,60140.0
2067,DMA,59906.0
2068,DMA,59648.0
2069,DMA,59374.0
2070,DMA,59114.0
2071,DMA,58814.0
2072,DMA,58517.0
2073,DMA,58214.0
2074,DMA,57899.0
2075,DMA,57590.0
2076,DMA,57271.0
2077,DMA,56951.0
2078,DMA,56656.0
2079,DMA,56327.0
2080,DMA,56002.0
2081,DMA,55680.0
2082,DMA,55383.0
2083,DMA,55068.0
2084,DMA,54751.0
2085,DMA,54435.0
2086,DMA,54105.0
2087,DMA,53772.0
2088,DMA,53436.0
2089,DMA,53077.0
2090,DMA,52747.0
2091,DMA,52389.0
2092,DMA,52065.0
2093,DMA,51750.0
2094,DMA,51422.0
2095,DMA,51087.0
2096,DMA,50740.0
2097,DMA,50414.0
2098,DMA,50064.0
2099,DMA,49690.0
2100,DMA,49300.0
2101,DMA,48920.0
1950,DNK,4251526.0
1951,DNK,4285283.0
1952,DNK,4315235.0
1953,DNK,4349231.0
1954,DNK,4388982.0
1955,DNK,4423833.0
1956,DNK,4453844.0
1957,DNK,4478827.0
1958,DNK,4500480.0
1959,DNK,4531660.0
1960,DNK,4565302.0
1961,DNK,4593383.0
1962,DNK,4629338.0
1963,DNK,4665596.0
1964,DNK,4702935.0
1965,DNK,4740847.0
1966,DNK,4776825.0
1967,DNK,4817588.0
1968,DNK,4852847.0
1969,DNK,4876745.0
1970,DNK,4906853.0
1971,DNK,4950484.0
1972,DNK,4975640.0
1973,DNK,5007506.0
1974,DNK,5036005.0
1975,DNK,5055260.0
1976,DNK,5065541.0
1977,DNK,5080068.0
1978,DNK,5097075.0
1979,DNK,5111612.0
1980,DNK,5122105.0
1981,DNK,5124057.0
1982,DNK,5119201.0
1983,DNK,5116586.0
